ID;First_pokemon;First_attack;Second_attack;Third_attack;Fouth_attack;Second_pokemon;First_attack.1;Second_attack.1;Third_attack.1;Fouth_attack.1;Winner
33808;599;339;526;398;341;198;78;63;124;202;198
33809;686;263;232;156;237;258;500;122;497;181;258
33810;672;434;249;132;237;344;271;36;223;607;344
33811;37;249;390;204;70;104;111;442;218;525;37
33812;284;518;68;124;184;634;494;45;162;214;634
33813;296;8;34;447;69;136;9;374;25;66;136
33814;597;380;290;438;103;332;468;393;444;421;597
33815;554;7;257;368;515;42;94;565;447;610;554
33816;695;237;173;92;417;456;241;249;203;213;695
33817;747;60;477;412;278;505;620;411;62;257;747
33818;534;220;109;451;290;251;316;442;445;496;251
33819;529;495;393;523;80;386;460;156;194;86;386
33820;152;102;479;189;282;759;189;346;444;168;152
33821;698;113;164;512;133;664;33;393;268;33;664
33822;31;156;344;214;324;760;565;330;164;203;31
33823;553;406;318;514;468;718;163;94;416;416;553
33824;721;447;232;173;15;31;496;237;374;111;721
33825;755;412;240;263;182;784;261;219;207;76;755
33826;599;469;156;164;104;248;517;180;129;316;248
33827;642;569;542;263;453;405;213;222;250;189;405
33828;763;92;64;270;468;458;182;81;182;237;763
33829;303;374;512;54;97;256;249;33;92;285;303
33830;179;216;95;92;104;234;274;420;264;129;234
33831;15;106;81;81;81;645;334;214;214;58;645
33832;423;258;111;58;523;105;473;248;156;583;423
33833;768;424;337;533;216;184;355;38;290;173;184
33834;599;117;383;117;416;748;451;63;619;215;748
33835;328;252;416;310;43;702;129;222;43;280;328
33836;598;304;374;104;482;317;91;237;332;203;598
33837;285;249;240;164;33;416;218;335;164;383;416
33838;316;168;253;189;81;237;173;52;495;437;316
33839;392;237;219;477;347;694;368;201;290;208;694
33840;351;428;425;55;321;557;38;496;345;338;557
33841;599;371;371;173;237;402;300;263;207;263;599
33842;608;219;313;182;412;327;360;409;171;324;608
33843;644;92;153;556;329;363;156;345;76;203;644
33844;513;400;241;14;98;789;397;59;240;496;513
33845;355;430;172;207;444;414;107;319;241;216;355
33846;359;60;5;287;244;536;216;156;156;271;536
33847;232;228;279;471;331;434;203;263;37;174;232
33848;690;63;365;432;37;249;129;315;417;492;249
33849;116;4;364;203;253;725;390;68;270;127;116
33850;780;421;610;421;579;442;98;403;214;403;442
33851;326;219;447;92;3;577;237;148;95;156;326
33852;578;495;263;271;416;23;445;36;466;33;23
33853;59;168;87;244;104;333;445;38;232;53;333
33854;609;402;230;73;218;444;512;182;237;466;444
33855;432;322;610;433;617;352;419;263;419;57;432
33856;195;92;173;174;268;535;271;271;207;101;535
33857;363;182;28;409;290;100;389;244;285;237;363
33858;347;68;9;203;380;233;197;34;157;70;233
33859;194;34;324;496;324;126;145;116;59;61;126
33860;6;257;29;126;184;715;526;38;182;390;715
33861;314;615;528;565;304;700;340;280;565;397;700
33862;87;362;164;6;203;334;59;332;223;208;334
33863;652;218;188;72;290;30;341;90;389;589;30
33864;127;145;340;184;104;117;68;498;438;53;127
33865;20;529;318;102;63;793;85;565;432;207;20
33866;87;50;148;510;59;699;496;214;237;213;699
33867;180;68;4;9;230;336;216;263;101;226;336
33868;228;620;57;97;367;84;32;565;115;204;84
33869;293;40;18;214;156;738;293;502;597;497;293
33870;105;272;385;25;485;783;310;568;360;138;783
33871;610;605;202;203;235;222;318;59;247;226;610
33872;525;44;70;89;333;285;102;173;363;310;525
33873;513;206;313;373;92;688;130;30;241;213;513
33874;109;218;521;216;351;155;44;424;565;290;155
33875;187;203;117;321;92;435;520;335;350;237;187
33876;661;565;496;214;85;758;400;618;244;427;758
33877;710;104;36;446;43;509;300;127;58;346;710
33878;569;226;45;10;252;221;129;483;191;546;221
33879;744;468;164;8;264;215;210;161;352;138;744
33880;671;291;522;598;52;27;355;184;216;355;27
33881;92;228;512;512;26;277;207;576;415;69;92
33882;500;270;18;214;311;273;283;21;270;374;273
33883;735;290;284;412;332;165;164;605;363;261;165
33884;106;170;130;223;374;501;174;231;442;70;106
33885;327;364;168;472;109;310;173;331;445;313;310
33886;331;216;253;253;527;458;527;182;173;237;458
33887;711;15;219;581;225;682;398;395;129;502;682
33888;669;506;499;481;394;718;477;546;430;502;718
33889;42;351;76;53;8;706;188;416;276;164;706
33890;57;63;502;526;400;62;174;402;339;398;57
33891;758;371;373;20;180;613;523;280;157;422;613
33892;542;70;126;416;239;476;129;166;409;447;476
33893;584;218;28;203;397;238;394;241;115;164;238
33894;547;216;427;356;496;541;219;334;173;126;541
33895;369;491;256;231;401;262;264;47;201;217;369
33896;8;34;89;203;450;644;243;333;59;181;8
33897;701;396;14;179;332;452;92;235;78;320;701
33898;54;81;99;102;131;257;280;240;469;182;257
33899;698;282;234;405;405;449;270;241;182;242;698
33900;712;52;19;113;219;448;92;450;249;218;712
33901;713;417;196;349;333;510;316;59;8;75;713
33902;113;103;496;442;39;398;576;324;120;207;398
33903;311;214;398;313;345;38;352;92;445;87;311
33904;270;174;174;59;196;453;445;34;230;104;270
33905;200;92;150;488;21;567;241;43;85;240;567
33906;674;428;351;38;290;27;445;213;496;18;674
33907;677;334;240;184;109;739;226;22;92;92;677
33908;234;184;29;15;214;608;207;113;369;251;608
33909;217;237;237;237;237;530;523;46;203;20;217
33910;408;270;496;203;445;14;33;81;527;33;408
33911;433;189;526;565;237;780;310;398;610;115;780
33912;182;565;226;445;104;186;393;85;63;97;186
33913;312;343;58;498;249;216;148;286;207;269;216
33914;635;565;92;497;441;212;102;363;204;218;635
33915;692;30;373;244;386;583;393;315;209;46;583
33916;50;79;164;115;148;97;63;202;157;620;97
33917;710;416;14;231;122;104;384;182;213;430;710
33918;413;92;249;428;232;578;270;384;324;104;413
33919;581;432;216;173;104;45;29;102;115;173;581
33920;719;428;290;523;157;658;268;148;193;290;658
33921;136;496;182;374;481;410;200;126;242;519;410
33922;371;472;257;164;241;584;418;290;218;36;371
33923;512;43;311;216;76;403;59;164;58;334;403
33924;97;118;34;214;107;593;279;164;43;70;97
33925;310;441;78;402;29;767;216;399;349;237;767
33926;422;263;216;92;523;291;156;405;363;148;422
33927;682;469;607;299;565;28;497;182;45;216;682
33928;574;374;416;91;63;216;290;196;506;389;574
33929;171;182;488;92;213;584;430;33;237;173;584
33930;678;405;390;207;218;500;203;352;281;173;500
33931;18;450;527;334;81;599;34;91;240;514;599
33932;796;226;118;219;496;165;373;138;451;109;165
33933;62;410;164;223;189;336;118;572;104;173;336
33934;678;364;412;141;364;407;237;216;210;111;407
33935;657;529;453;527;522;689;332;55;403;173;657
33936;431;430;446;411;92;775;263;157;263;156;431
33937;59;102;207;148;216;519;164;261;613;35;59
33938;342;263;313;381;207;10;249;428;266;207;342
33939;767;173;33;89;206;73;321;182;99;264;767
33940;736;156;92;104;156;312;608;468;189;237;736
33941;118;180;482;499;562;283;200;189;257;416;283
33942;306;473;411;597;164;656;273;34;56;243;306
33943;769;138;334;173;207;28;240;365;38;496;28
33944;357;430;231;173;277;449;46;216;400;324;357
33945;470;127;216;90;341;139;270;240;442;184;139
33946;799;93;447;374;451;243;363;192;213;430;799
33947;333;351;283;430;105;135;521;565;216;266;135
33948;712;258;225;218;246;730;565;207;182;237;712
33949;107;216;14;565;133;753;417;502;263;175;107
33950;450;156;423;240;70;597;290;264;145;258;597
33951;357;203;36;248;565;713;371;442;339;565;713
33952;453;216;216;605;214;169;249;282;263;202;453
33953;271;201;46;156;34;470;523;341;247;164;271
33954;89;174;484;356;156;386;168;50;124;506;386
33955;242;175;362;445;352;330;399;5;244;424;242
33956;519;530;38;231;63;502;91;228;14;173;519
33957;262;215;351;168;361;80;216;311;416;321;80
33958;341;124;290;111;600;164;444;138;130;218;164
33959;672;416;337;496;290;789;565;523;148;214;672
33960;477;313;189;210;26;695;182;207;82;414;477
33961;35;398;156;352;204;434;75;363;203;520;35
33962;167;22;175;219;270;548;392;48;48;565;548
33963;682;218;372;511;610;353;214;45;256;203;682
33964;325;91;86;182;226;338;92;85;451;451;338
33965;53;92;147;290;207;625;290;466;174;214;625
33966;25;428;92;351;29;199;200;250;56;102;25
33967;628;242;203;290;231;576;496;43;168;259;576
33968;19;64;241;117;218;660;207;431;398;447;660
33969;369;174;589;347;35;752;280;421;228;163;752
33970;214;506;244;196;399;30;423;220;327;148;214
33971;34;398;431;237;229;77;263;227;589;482;34
33972;600;91;237;335;501;745;283;57;514;451;745
33973;591;173;241;451;214;641;216;148;138;220;591
33974;381;103;430;63;206;411;445;36;33;36;381
33975;435;207;104;164;256;535;244;268;216;148;535
33976;85;97;34;95;510;733;522;81;33;71;85
33977;218;219;68;133;194;98;263;258;565;218;98
33978;156;50;201;495;9;180;374;113;230;450;156
33979;174;44;104;203;58;357;216;113;231;324;357
33980;547;241;324;356;184;372;426;250;416;300;547
33981;278;270;10;156;210;614;514;333;371;46;614
33982;708;528;157;434;82;630;390;133;120;182;708
33983;666;324;240;380;162;43;126;417;237;263;43
33984;660;484;15;421;279;430;36;354;186;416;430
33985;424;191;164;479;406;18;106;334;450;334;424
33986;466;55;97;374;231;685;270;286;36;229;685
33987;102;421;416;171;474;486;582;506;218;156;486
33988;513;399;189;210;231;187;174;240;113;113;513
33989;615;526;280;610;263;594;596;68;9;216;615
33990;310;29;214;402;440;386;272;102;173;363;386
33991;726;156;270;291;213;366;168;168;83;200;726
33992;628;444;259;512;43;566;270;281;214;207;628
33993;452;263;253;214;240;136;431;481;92;126;136
33994;307;9;86;263;598;517;445;115;189;249;307
33995;656;291;247;321;174;486;565;164;347;385;656
33996;705;240;572;114;437;725;497;269;104;346;705
33997;313;8;341;34;303;389;207;228;92;164;389
33998;717;447;7;530;433;649;203;486;486;435;717
33999;100;499;310;9;174;38;342;173;263;231;100
34000;417;249;8;34;565;339;237;33;435;189;339
34001;275;92;363;332;67;30;51;339;214;237;275
34002;487;88;68;565;270;576;156;249;173;282;576
34003;145;281;240;215;39;441;1;232;497;363;441
34004;194;84;240;324;290;289;173;33;81;173;194
34005;420;476;427;92;200;700;410;184;347;237;420
34006;168;182;33;104;92;330;92;126;393;444;168
34007;649;321;600;86;237;196;148;393;263;610;649
34008;197;363;565;213;565;414;442;32;523;271;414
34009;791;76;19;164;214;430;85;412;282;7;430
34010;591;374;92;148;494;721;416;241;214;164;721
34011;374;232;168;104;38;686;430;371;514;501;686
34012;318;509;263;164;359;414;34;363;357;430;414
34013;675;264;523;423;37;229;129;290;213;13;229
34014;597;173;380;330;207;442;432;497;239;241;442
34015;532;432;572;149;270;517;280;79;384;241;517
34016;163;523;352;237;588;569;271;259;213;383;569
34017;574;411;371;374;63;99;36;48;161;363;574
34018;231;111;273;293;290;284;55;526;231;184;284
34019;751;237;115;182;240;399;392;205;173;207;751
34020;660;104;282;214;468;600;91;104;514;89;600
34021;391;173;202;34;237;351;127;250;363;214;351
34022;190;189;428;248;213;715;244;387;332;352;715
34023;561;55;214;332;168;341;283;343;9;363;341
34024;52;60;154;130;216;23;182;211;216;93;23
34025;567;213;164;86;214;272;197;115;292;332;272
34026;335;385;179;93;207;184;363;290;417;363;184
34027;63;173;270;67;272;391;189;331;605;428;63
34028;99;103;182;333;184;381;55;15;70;277;99
34029;377;470;115;416;597;378;203;321;310;104;377
34030;435;447;33;290;214;642;352;213;17;104;642
34031;553;304;617;76;94;454;523;431;43;46;553
34032;667;428;477;324;286;517;104;21;22;246;517
34033;380;15;414;206;282;135;7;378;270;66;135
34034;454;168;446;246;428;170;53;29;517;37;170
34035;260;261;184;491;216;640;356;377;360;241;260
34036;498;182;409;383;283;749;228;14;290;213;498
34037;43;97;92;561;445;501;414;33;241;423;501
34038;508;290;16;59;57;467;226;610;118;237;467
34039;64;24;510;237;241;359;265;25;25;274;359
34040;563;419;59;404;34;286;104;416;231;373;286
34041;244;203;29;258;103;447;1;522;81;450;244
34042;201;363;444;168;8;393;164;247;14;15;393
34043;463;314;450;522;522;224;205;246;269;102;463
34044;128;487;164;346;398;446;249;237;156;91;446
34045;671;76;499;269;216;64;218;117;97;234;671
34046;693;182;104;517;400;354;452;45;102;267;693
34047;318;514;173;1;25;112;182;345;100;438;112
34048;241;216;156;350;445;49;214;496;237;345;241
34049;208;495;22;605;14;34;446;34;526;441;34
34050;140;150;175;150;33;578;240;157;324;164;578
34051;635;422;608;214;347;147;45;197;33;174;147
34052;695;156;241;168;253;593;432;68;173;207;695
34053;711;430;286;414;304;754;560;204;259;204;754
34054;92;98;290;115;314;149;112;138;192;171;92
34055;530;213;252;261;193;773;9;85;528;107;773
34056;101;29;180;253;202;10;565;66;5;174;101
34057;508;227;204;290;416;151;55;496;236;48;508
34058;79;58;482;506;164;515;205;25;610;382;79
34059;439;92;311;346;250;373;446;133;258;174;373
34060;203;214;102;437;363;530;325;506;174;114;203
34061;381;416;216;496;565;775;71;200;104;290;381
34062;454;246;457;607;350;533;109;138;214;189;533
34063;657;380;404;404;182;121;359;264;56;32;657
34064;748;91;113;241;270;438;207;283;386;7;438
34065;779;606;261;104;207;260;216;164;156;29;260
34066;103;63;610;374;85;41;586;100;107;59;103
34067;449;173;241;555;263;515;168;263;360;378;515
34068;3;235;63;185;605;386;203;286;263;289;3
34069;686;403;213;496;319;706;510;479;218;109;706
34070;621;126;240;68;242;504;399;610;259;223;504
34071;539;92;129;8;363;536;263;324;521;173;536
34072;563;308;335;184;216;495;126;270;36;28;495
34073;163;180;478;101;36;325;204;193;33;154;163
34074;594;38;218;156;197;175;332;5;468;231;175
34075;63;253;66;441;565;6;406;231;407;66;63
34076;318;336;173;164;8;748;212;526;477;496;748
34077;104;354;157;216;335;776;553;589;182;406;104
34078;281;104;173;127;565;459;219;81;324;241;281
34079;170;33;102;44;203;780;214;335;282;70;170
34080;116;43;289;182;339;654;214;182;277;399;654
34081;229;102;282;282;400;681;182;36;502;249;681
34082;604;334;205;218;203;341;162;47;415;45;341
34083;728;340;259;528;3;252;227;397;398;283;728
34084;771;345;416;182;313;627;523;523;203;127;771
34085;719;613;22;523;232;223;98;600;374;214;223
34086;165;126;374;271;191;493;458;44;393;332;165
34087;318;310;126;58;374;149;218;60;76;324;149
34088;565;212;156;44;241;149;168;393;591;496;565
34089;520;138;5;466;365;74;92;66;102;70;520
34090;292;106;334;450;334;778;214;432;473;393;778
34091;328;50;94;173;398;798;85;374;441;335;328
34092;167;320;290;33;102;294;203;203;14;298;167
34093;789;397;419;216;44;704;188;43;416;164;704
34094;576;157;380;272;104;89;174;510;164;334;576
34095;312;280;121;15;206;685;276;168;606;156;685
34096;653;437;218;437;218;25;29;172;372;59;653
34097;697;372;57;249;355;775;241;117;55;188;697
34098;341;497;148;226;268;739;571;33;576;75;341
34099;755;218;312;567;277;581;237;237;129;355;581
34100;215;510;271;45;291;397;416;247;219;36;397
34101;7;63;92;280;242;725;36;55;293;15;7
34102;690;314;116;355;31;721;232;189;428;207;690
34103;17;527;40;81;40;628;46;355;216;501;628
34104;348;530;97;514;189;705;507;242;63;34;705
34105;19;332;81;332;200;277;28;253;340;253;19
34106;519;189;183;94;431;778;531;92;201;334;519
34107;164;356;523;30;148;370;477;34;477;523;164
34108;388;218;441;180;259;572;272;241;241;92;572
34109;321;341;197;484;189;740;495;500;402;500;740
34110;291;148;237;16;104;364;280;36;394;283;291
34111;71;207;411;138;247;658;324;398;324;129;71
34112;720;214;91;421;216;632;386;244;182;389;632
34113;595;416;237;174;264;320;34;351;304;374;320
34114;337;20;220;411;197;257;370;98;418;97;337
34115;596;218;145;218;196;89;363;486;153;99;596
34116;691;183;43;313;94;214;216;102;36;86;214
34117;518;445;572;113;218;388;271;92;203;261;518
34118;579;269;273;19;218;130;205;240;92;263;130
34119;314;421;332;389;431;411;334;428;36;334;314
34120;102;589;227;282;25;297;247;432;283;36;102
34121;673;332;213;43;70;724;60;216;182;598;724
34122;272;446;497;201;207;23;203;28;237;99;23
34123;218;194;133;243;227;633;304;214;290;269;633
34124;759;523;216;128;213;490;432;366;563;314;490
34125;52;115;164;249;522;694;444;283;164;203;694
34126;313;343;175;239;207;632;417;326;109;104;313
34127;151;174;104;59;263;303;173;189;182;164;303
34128;528;523;189;530;203;271;488;414;286;171;528
34129;575;490;310;352;526;363;389;203;210;191;575
34130;760;400;283;206;267;84;182;92;115;23;84
34131;585;356;213;104;182;407;334;56;280;422;407
34132;335;102;223;418;220;304;345;212;148;148;335
34133;481;138;189;92;46;753;237;203;433;597;481
34134;739;267;495;164;597;106;571;502;248;268;106
34135;559;231;374;189;189;135;156;86;363;456;135
34136;771;92;240;569;30;524;15;213;240;432;524
34137;393;608;276;226;576;281;283;29;419;240;393
34138;109;527;156;33;393;502;332;372;189;163;109
34139;541;231;377;587;15;573;218;92;216;149;541
34140;604;156;38;207;241;423;57;218;164;280;423
34141;668;103;286;29;272;502;97;213;405;445;502
34142;722;519;60;129;78;316;218;91;81;170;316
34143;200;445;346;25;571;112;214;384;271;445;112
34144;342;608;226;9;223;32;510;227;66;5;32
34145;282;218;300;33;258;204;168;71;72;115;204
34146;155;168;349;366;184;99;131;191;371;390;155
34147;487;363;102;479;106;793;591;370;505;304;793
34148;490;269;207;497;227;640;385;129;60;271;490
34149;385;263;216;272;374;340;423;324;416;216;340
34150;400;189;29;548;291;280;264;102;207;98;280
34151;452;402;33;331;71;692;173;184;15;207;692
34152;588;16;620;218;148;435;256;254;37;92;588
34153;153;104;246;25;444;215;213;63;417;223;153
34154;777;311;216;33;55;403;237;164;164;250;777
34155;141;214;27;85;38;480;358;138;204;343;480
34156;629;432;411;366;372;464;279;279;404;251;629
34157;152;503;218;61;204;368;228;25;67;5;368
34158;204;512;76;437;241;304;50;94;168;60;204
34159;458;182;450;237;33;242;94;510;402;174;242
34160;485;484;217;433;286;184;466;19;218;259;485
34161;773;168;387;162;572;171;156;24;210;52;773
34162;228;445;503;36;106;311;428;206;164;496;228
34163;283;444;179;518;174;36;168;38;332;29;283
34164;528;412;218;502;8;97;129;150;374;70;528
34165;433;236;14;232;207;462;94;202;16;213;462
34166;524;422;97;474;324;547;156;428;85;572;524
34167;435;484;213;38;200;768;77;23;332;223;768
34168;185;572;389;316;213;461;175;416;81;496;185
34169;368;411;431;163;175;727;526;299;63;496;727
34170;694;210;214;589;120;250;55;434;290;63;694
34171;377;271;38;229;444;61;174;445;10;63;61
34172;519;562;173;216;374;95;218;592;529;311;519
34173;446;290;250;447;445;600;68;116;280;92;600
34174;444;104;97;211;366;288;240;290;33;290;288
34175;450;207;424;84;148;237;106;203;34;237;450
34176;249;259;240;424;389;476;610;416;490;25;249
34177;112;60;326;286;271;658;486;190;120;527;658
34178;275;129;91;526;523;491;174;60;417;347;275
34179;710;19;496;565;417;644;59;216;153;106;710
34180;240;333;38;446;300;360;63;116;189;91;240
34181;20;529;213;206;106;179;64;48;248;304;20
34182;142;57;144;240;101;313;263;247;36;118;313
34183;794;407;214;104;366;517;20;412;70;204;794
34184;467;291;497;39;291;472;565;247;264;97;472
34185;717;214;608;226;285;398;420;311;34;399;717
34186;57;15;416;204;263;749;393;370;194;163;749
34187;432;610;259;500;502;375;332;145;145;182;432
34188;387;38;290;14;347;239;214;290;181;420;387
34189;224;89;104;565;444;644;290;253;324;214;644
34190;334;184;76;201;231;370;502;433;164;304;370
34191;365;253;538;38;602;321;164;264;292;223;365
34192;400;164;352;92;162;404;503;57;290;445;404
34193;256;213;514;70;339;781;539;92;277;207;781
34194;304;447;485;528;472;583;67;240;113;393;583
34195;417;111;246;335;201;218;204;227;150;68;417
34196;787;203;438;73;184;42;102;218;356;304;787
34197;786;412;412;180;268;678;565;412;390;151;786
34198;348;428;164;43;24;247;207;417;422;138;247
34199;555;282;212;92;432;570;231;447;164;10;570
34200;366;63;36;53;413;117;76;21;428;138;366
34201;167;189;115;482;115;451;218;64;435;46;451
34202;748;212;216;389;278;386;363;174;263;285;748
34203;340;182;70;97;290;334;401;496;210;484;340
34204;376;326;214;363;207;40;210;157;565;53;40
34205;358;150;451;240;216;62;68;6;332;29;358
34206;494;214;207;33;442;586;63;446;307;523;494
34207;42;173;63;34;324;573;417;290;7;53;573
34208;84;34;38;394;130;465;120;158;402;363;465
34209;29;565;168;231;124;226;424;5;33;423;29
34210;175;203;445;58;264;625;215;263;173;63;175
34211;430;207;375;356;430;351;59;499;340;173;430
34212;194;178;36;164;213;47;263;253;466;99;47
34213;669;218;477;180;151;503;92;14;282;247;503
34214;520;19;239;264;182;683;59;188;104;389;520
34215;506;148;92;345;255;291;99;202;332;173;291
34216;540;473;248;387;363;738;204;226;497;497;540
34217;534;216;417;84;477;425;191;609;7;257;425
34218;94;362;156;214;117;557;432;520;411;219;557
34219;198;348;428;202;345;249;44;514;104;44;249
34220;535;237;432;101;129;656;130;358;361;277;535
34221;798;471;178;610;520;234;16;25;363;154;234
34222;194;260;102;91;241;786;220;92;286;330;786
34223;464;263;62;180;81;522;34;213;28;263;522
34224;314;4;431;339;526;195;219;148;263;129;314
34225;526;473;496;182;416;61;281;410;330;103;526
34226;737;173;70;29;497;15;81;527;334;81;737
34227;666;148;109;87;164;663;103;278;408;451;663
34228;403;203;423;237;616;372;189;203;213;444;372
34229;492;206;222;36;231;125;44;231;231;263;125
34230;247;247;257;270;179;342;87;263;87;290;342
34231;445;290;207;281;346;153;156;106;534;56;153
34232;229;226;156;522;213;726;67;92;569;524;726
34233;348;372;184;194;182;710;359;240;104;272;710
34234;735;595;312;78;60;223;341;565;168;218;735
34235;201;253;203;253;216;640;500;573;205;94;640
34236;158;232;528;214;463;368;218;59;14;370;158
34237;258;25;195;182;148;291;207;219;72;214;291
34238;373;201;34;196;270;559;38;36;126;413;373
34239;118;205;290;265;103;184;474;211;496;403;184
34240;270;355;70;507;363;686;399;393;332;393;686
34241;652;77;74;34;104;737;263;91;491;168;737
34242;326;561;111;496;231;234;352;184;241;154;234
34243;178;36;97;240;526;73;371;321;99;514;178
34244;395;219;243;243;194;667;156;502;247;203;667
34245;696;422;424;237;237;767;182;91;218;305;696
34246;316;318;432;416;168;350;92;213;352;609;316
34247;773;207;369;70;416;137;385;411;175;38;773
34248;60;216;324;59;401;708;250;349;521;94;708
34249;495;200;14;468;235;664;268;209;363;86;495
34250;265;419;511;57;216;105;213;473;25;66;265
34251;171;38;510;264;83;799;473;7;502;416;799
34252;26;38;70;351;85;778;430;496;201;173;26
34253;198;344;156;164;156;735;202;202;290;182;735
34254;511;306;70;329;453;396;43;207;203;29;511
34255;285;283;492;244;249;331;232;232;140;241;285
34256;727;535;58;157;15;707;558;309;36;290;727
34257;623;310;416;143;357;142;270;565;406;85;623
34258;345;320;345;73;42;471;362;164;58;196;345
34259;121;416;34;411;241;736;371;555;38;92;121
34260;96;87;126;325;216;434;36;164;161;479;434
34261;95;255;173;213;36;16;230;99;18;102;16
34262;724;545;567;53;473;497;91;241;270;207;724
34263;19;241;97;218;605;294;34;196;196;237;19
34264;347;223;168;173;38;600;530;444;370;530;600
34265;51;174;270;74;207;638;219;411;247;377;638
34266;60;401;67;223;346;152;55;362;445;246;152
34267;532;351;109;305;399;599;67;276;416;207;599
34268;687;168;514;430;334;758;95;415;156;168;758
34269;484;218;205;421;53;396;207;22;441;29;484
34270;373;191;428;475;57;410;332;349;334;444;410
34271;462;483;189;244;293;641;428;276;576;64;462
34272;430;278;509;363;164;378;565;496;104;321;430
34273;531;196;209;335;423;253;63;63;356;160;253
34274;248;70;270;43;389;154;193;424;102;203;154
34275;86;34;207;338;285;494;209;414;290;328;494
34276;157;369;13;559;565;724;416;104;261;214;724
34277;705;482;257;417;241;462;207;92;405;202;705
34278;62;207;597;512;66;481;29;34;210;189;481
34279;491;263;94;416;477;687;10;240;216;397;687
34280;733;77;78;522;78;197;240;213;270;46;197
34281;785;433;263;619;180;463;314;214;129;230;785
34282;662;397;268;319;521;598;304;61;61;330;598
34283;517;189;207;447;416;8;53;189;496;203;8
34284;336;70;396;240;347;665;268;214;92;486;336
34285;203;38;374;230;508;297;218;174;345;214;203
34286;734;450;334;435;73;186;109;209;156;486;186
34287;213;559;180;29;526;728;104;447;203;164;213
34288;678;450;240;32;51;164;428;109;259;280;164
34289;304;34;277;569;156;5;406;92;38;600;5
34290;365;182;304;64;314;460;416;522;437;477;365
34291;734;472;334;527;456;676;57;38;182;40;676
34292;421;263;201;263;231;200;276;416;150;565;421
34293;146;526;54;196;6;739;285;307;76;412;146
34294;447;45;173;189;189;797;565;237;553;430;797
34295;263;486;203;565;29;286;304;180;263;237;263
34296;650;206;237;216;207;707;355;237;510;82;707
34297;300;501;189;332;287;653;416;213;117;40;653
34298;583;488;523;148;86;687;259;404;373;430;583
34299;258;138;428;148;428;654;240;269;567;244;258
34300;622;218;428;104;242;233;364;514;411;210;233
34301;87;534;263;286;25;385;241;68;496;231;385
34302;759;103;210;59;565;158;174;486;294;290;158
34303;265;431;229;250;247;256;280;157;36;157;265
34304;750;332;203;425;214;263;565;113;216;393;263
34305;62;99;228;189;269;624;203;506;94;164;624
34306;34;168;102;40;29;120;30;203;423;398;34
34307;321;213;67;187;203;579;565;403;565;369;579
34308;79;214;38;132;42;37;253;89;134;90;37
34309;47;211;371;269;365;246;36;416;432;148;246
34310;1;206;73;267;267;178;290;64;115;417;178
34311;704;182;374;374;512;446;269;36;164;565;704
34312;580;43;269;211;129;559;315;496;52;249;580
34313;462;237;416;450;512;733;460;33;78;476;462
34314;239;157;204;445;289;671;416;123;107;203;671
34315;244;65;38;5;365;102;240;285;441;269;102
34316;297;33;263;29;205;58;300;244;15;197;58
34317;189;186;447;104;304;786;188;157;250;53;786
34318;445;164;276;14;154;767;23;397;263;442;767
34319;558;484;173;46;53;560;213;9;280;411;560
34320;47;431;129;237;48;55;77;81;115;474;55
34321;394;212;231;371;272;165;92;105;525;240;394
34322;215;57;250;86;33;800;207;564;237;257;800
34323;13;218;130;290;341;623;477;156;366;216;623
34324;536;203;290;451;148;97;506;188;126;168;536
34325;11;581;610;99;102;797;267;397;385;226;797
34326;571;374;412;164;216;761;200;513;237;151;571
34327;294;175;102;321;569;799;511;470;207;264;799
34328;375;334;445;106;374;522;383;500;348;63;522
34329;88;241;332;129;270;301;445;290;207;156;301
34330;61;127;280;50;29;143;397;54;36;127;61
34331;221;191;120;264;156;747;86;85;351;204;221
34332;465;84;260;209;341;209;16;263;406;432;209
34333;284;339;276;291;205;669;315;114;247;164;284
34334;48;97;242;449;216;204;168;599;150;71;48
34335;340;189;44;451;572;682;67;496;374;272;340
34336;456;213;470;89;46;557;447;33;92;249;557
34337;629;372;403;104;37;253;63;502;192;199;629
34338;115;179;170;229;92;663;521;594;63;477;663
34339;233;156;156;191;15;777;58;496;33;276;777
34340;605;38;182;589;203;539;129;60;278;247;539
34341;516;290;210;565;368;193;168;496;197;384;516
34342;449;36;207;24;44;730;45;211;129;382;730
34343;696;434;103;428;216;446;453;565;33;36;446
34344;231;189;218;227;88;535;237;148;432;340;535
34345;523;237;182;33;70;663;277;156;544;544;663
34346;492;216;225;431;29;249;136;253;203;104;249
34347;116;164;496;501;410;161;270;21;35;565;116
34348;757;260;104;173;293;154;337;36;363;371;154
34349;352;484;216;203;164;686;555;442;282;315;686
34350;352;362;54;335;237;714;280;283;224;330;714
34351;383;34;36;127;63;641;477;218;218;241;383
34352;261;5;290;241;9;314;85;479;38;173;314
34353;242;199;61;48;324;22;213;119;97;496;22
34354;249;517;514;389;445;354;90;609;83;2;249
34355;48;432;213;428;242;115;264;526;282;70;48
34356;382;275;330;363;341;544;414;374;203;29;544
34357;620;28;203;404;110;239;59;33;175;423;239
34358;591;496;86;253;534;154;182;240;494;228;154
34359;598;311;283;249;263;600;374;270;249;610;600
34360;269;270;411;479;104;47;417;98;18;512;269
34361;466;45;616;496;55;262;201;577;356;86;466
34362;501;279;446;241;29;557;267;437;213;213;557
34363;448;445;36;237;270;159;211;46;156;36;159
